date,mission,lat,lon,class,Red,Green,Blue,B5,B6,B7,B8,B11,B12,vol_init
1994-07-19,LS5,46.84771521041121,-91.72773336157042,cloud,0.490305,0.49744125000000006,1.6022125,0.5085375,0.3537125,0.28659875,NA,NA,NA,AMP
1994-07-19,LS5,46.8481848325445,-91.78266500219542,cloud,0.38113,0.39675,0.3918275,0.40027,0.24358875,0.20000125,NA,NA,NA,AMP
1994-07-19,LS5,46.78615920970567,-91.84102987035948,cloud,0.37806375,0.39734125,0.39885375,0.39643375,0.2565,0.2183025,NA,NA,NA,AMP
1994-07-19,LS5,46.78192758452656,-91.84858297094542,cloud,0.37811875,0.392955,0.40108125,0.39648875,0.26073500000000005,0.21430125,NA,NA,NA,AMP
1994-07-19,LS5,46.8202351696603,-91.8039510129376,cloud,0.39888125,0.41881875,0.41303,0.4130575,0.2563075,0.214095,NA,NA,NA,AMP
1994-07-19,LS5,46.81318674188186,-91.70919393285948,cloud,0.4375875,0.44502625,0.44029625,0.45122750000000006,0.30843375,0.25024375,NA,NA,NA,AMP
1994-07-19,LS5,46.74547482513348,-92.00582479223448,cloud,0.6054474999999999,0.613615,1.6022125,0.6285750000000001,0.5081249999999999,0.39356,NA,NA,NA,AMP
1994-07-19,LS5,46.77652002385472,-92.0449635861798,cloud,0.40663625,0.42147250000000003,0.42062,0.4254875,0.33891750000000004,0.27631375,NA,NA,NA,AMP
1994-07-19,LS5,46.82211459436677,-92.00342153295712,cloud,0.36439625,0.3712575,0.35647625,0.386355,0.3404575,0.29941375000000003,NA,NA,NA,AMP
1994-07-19,LS5,46.77675514648124,-91.70061086401182,cloud,0.38058,0.39167625,0.38579125,0.3996925,0.30402,0.250065,NA,NA,NA,AMP
1994-07-19,LS5,47.06962380521152,-91.49937317681707,cloud,0.5288875,0.549375,1.6022125,0.5566899999999999,0.3282475,0.2703875,NA,NA,NA,AMP
1994-07-19,LS5,47.05138114351708,-91.52580902886784,cloud,0.402745,0.41039,0.413525,0.4171825,0.2519075,0.2018575,NA,NA,NA,AMP
1994-07-19,LS5,47.02798398445815,-91.5282122881452,cloud,0.4271375,0.4452325,0.43635,0.4466625,0.2517975,0.20579000000000003,NA,NA,NA,AMP
1994-07-19,LS5,47.07733997538036,-91.364104011778,cloud,0.5800375,0.5956025,1.6022125,0.5938975,0.40676000000000007,0.31441500000000006,NA,NA,NA,AMP
1994-07-19,LS5,47.10141659385844,-91.27655670953192,cloud,0.6741425000000001,0.6865175000000001,1.6022125,0.68143,0.4921475,0.401535,NA,NA,NA,AMP
1994-07-19,LS5,47.04880795824781,-91.22025177789128,cloud,0.4170175,0.428595,0.42411250000000006,0.4226825,0.3488725,0.2928275,NA,NA,NA,AMP
1994-07-19,LS5,47.084587481167965,-91.1869494707624,cloud,0.48178,0.491735,1.6022125,0.484695,0.420895,0.3522,NA,NA,NA,AMP
1994-07-19,LS5,47.055825443851525,-91.3685672075788,cloud,0.5866100000000001,0.5953275,1.6022125,0.5978025,0.40104,0.31834750000000006,NA,NA,NA,AMP
1994-07-19,LS5,47.10632408330887,-91.37715027642643,cloud,0.5908450000000001,0.6004700000000001,1.6022125,0.602725,0.37618,0.29453250000000003,NA,NA,NA,AMP
1994-07-19,LS5,47.02704788468383,-91.22883484673896,cloud,0.2570225,0.27344,0.27443,0.26464,0.1974025,0.16902250000000002,NA,NA,NA,AMP
1994-07-19,LS5,46.77027030660989,-90.26207495499574,cloud,0.6929799999999999,0.6857475,1.6022125,0.7158599999999999,0.6187575000000001,0.49751000000000006,NA,NA,NA,AMP
1994-07-19,LS5,46.74298594962482,-90.30464697648011,cloud,0.7453675,0.73786,1.6022125,0.7695675,1.6022125,0.5550124999999999,NA,NA,NA,AMP
1994-07-19,LS5,46.72274897389301,-90.36575842667544,cloud,0.7519675000000001,0.7383550000000001,1.6022125,0.7776525000000001,1.6022125,0.5973625,NA,NA,NA,AMP
1994-07-19,LS5,46.70580054939083,-90.17143774796448,cloud,0.6143025,0.6168875,1.6022125,0.64161,0.5539400000000001,0.427935,NA,NA,NA,AMP
1994-07-19,LS5,46.79895101853593,-90.1611380653473,cloud,1.6022125,1.6022125,1.6022125,1.6022125,1.6022125,0.4742725,NA,NA,NA,AMP
1994-07-19,LS5,47.148765892363166,-90.7937085084336,cloud,0.450045,0.457195,1.6022125,0.451695,0.3214,0.26684,NA,NA,NA,AMP
1994-07-19,LS5,47.182378224338166,-90.66530579847266,cloud,0.6135875,0.621535,1.6022125,0.619005,0.44284000000000007,0.3615775000000001,NA,NA,NA,AMP
1994-07-19,LS5,47.15763787902844,-90.59801453870703,cloud,0.4797175,0.49401750000000005,1.6022125,0.47155,0.3513475,0.2743475,NA,NA,NA,AMP
1994-07-19,LS5,47.22622898348659,-90.82529420179296,cloud,0.416,0.42345250000000006,0.4265325,0.4103075,0.3049275,0.247205,NA,NA,NA,AMP
1994-07-19,LS5,47.18377827662335,-90.92691773694922,cloud,0.35393250000000004,0.36353,0.35682,0.3518425,0.2828725,0.2394775,NA,NA,NA,AMP
1994-07-19,LS5,47.08755556632702,-90.93241090101172,cloud,0.32261,0.34205250000000004,0.3361675,0.3309425,0.2326575,0.187805,NA,NA,NA,AMP
1994-07-19,LS5,47.21177156876895,-90.5025708131211,cloud,0.7327725,0.7393449999999999,1.6022125,0.7422599999999999,0.5962075,0.491295,NA,NA,NA,AMP
1994-07-19,LS5,47.1688424819898,-90.50600404066016,cloud,0.69408,0.7040625,1.6022125,0.6983975,0.5850975,0.4950625,NA,NA,NA,AMP
1994-07-19,LS5,46.98399476028681,-90.2779990596598,cloud,0.6535725000000001,0.6589625000000001,1.6022125,0.6686975,0.5561674999999999,0.39554000000000006,NA,NA,NA,AMP
1994-07-19,LS5,46.99617258865188,-90.18049539755042,cloud,0.7205625,0.7288950000000001,1.6022125,0.7395100000000001,0.5748675000000001,0.41094,NA,NA,NA,AMP
1994-07-19,LS5,47.094430269967525,-90.17774881551917,cloud,1.6022125,0.9032175,1.6022125,0.922825,0.6380625,0.4702575000000001,NA,NA,NA,AMP
1994-07-19,LS5,47.08414509485875,-90.29447855184728,cloud,0.6607775,0.6755450000000001,1.6022125,0.67736,0.5156324999999999,0.3683425,NA,NA,NA,AMP
1994-07-19,LS5,47.16356982898012,-90.28211893270668,cloud,0.4413,0.4551325,1.6022125,0.44988,0.36441,0.3093,NA,NA,NA,AMP
1994-07-19,LS5,47.25219833739243,-90.19834818075354,cloud,0.75678,0.768715,1.6022125,0.7723725000000001,0.42788,0.27377,NA,NA,NA,AMP
1994-07-19,LS5,47.27270171697064,-90.27662576864417,cloud,1.6022125,0.8712900000000001,1.6022125,0.8935925,0.663775,0.494705,NA,NA,NA,AMP
1994-07-19,LS5,47.26245101977671,-90.39335550497228,cloud,0.6094900000000001,0.6166400000000001,1.6022125,0.62225,0.478095,0.40843750000000006,NA,NA,NA,AMP
1994-07-19,LS5,46.637804681353074,-90.65073108631373,shorelineContamination,0.23553125,0.19208125,0.126975,0.31689,0.26998875,0.24363,NA,NA,NA,AMP
1994-07-19,LS5,46.63752475346969,-90.65002298313378,shorelineContamination,0.232135,0.18567375,0.11960500000000002,0.26382875000000006,0.283505,0.2725875,NA,NA,NA,AMP
1994-07-19,LS5,46.63771628323056,-90.65043067890404,shorelineContamination,0.19637125,0.166355,0.10481,0.2330975,0.1910775,0.16800500000000002,NA,NA,NA,AMP
1994-07-19,LS5,46.63668496113072,-90.64809179264306,shorelineContamination,0.146555,0.13397375,0.08353875,0.12762125,0.06813875,0.06114,NA,NA,NA,AMP
1994-07-19,LS5,46.63743635488986,-90.64965820270776,shorelineContamination,0.124115,0.11659375,0.07600375000000001,0.1089075,0.10093249999999998,0.10973249999999998,NA,NA,NA,AMP
1994-07-19,LS5,46.682913212754464,-90.84586127772424,other,0.23929875,0.1637975,0.24408375,0.297255,0.2814975,0.231805,NA,NA,NA,AMP
1994-07-19,LS5,46.679056245973086,-90.84204181208705,other,0.13251625,0.20624375,0.20007,0.2244075,0.2128025,0.17503125,NA,NA,NA,AMP
1994-07-19,LS5,46.67717182620662,-90.82191451563928,other,0.10276125,0.1708925,0.11458625,0.1108325,0.09436,0.07904249999999999,NA,NA,NA,AMP
1994-07-19,LS5,46.68432638356442,-90.81916793360804,other,0.22829875,0.17999500000000002,0.17247374999999998,0.17826250000000002,0.17013625000000002,0.14563375,NA,NA,NA,AMP
