date,mission,lat,lon,class,vol_init,Red,Green,Blue,B5,B6,B7,B8,B11,B12
1994-07-19,LS5,46.8481848325445,-91.78266500219542,cloud,AMP,0.38113,0.39675,0.3918275,0.40027,0.24358875,0.20000125,NA,NA,NA
1994-07-19,LS5,46.78615920970567,-91.84102987035948,cloud,AMP,0.37806375,0.39734125,0.39885375,0.39643375,0.2565,0.2183025,NA,NA,NA
1994-07-19,LS5,46.78192758452656,-91.84858297094542,cloud,AMP,0.37811875,0.392955,0.40108125,0.39648875,0.26073500000000005,0.21430125,NA,NA,NA
1994-07-19,LS5,46.8202351696603,-91.8039510129376,cloud,AMP,0.39888125,0.41881875,0.41303,0.4130575,0.2563075,0.214095,NA,NA,NA
1994-07-19,LS5,46.81318674188186,-91.70919393285948,cloud,AMP,0.4375875,0.44502625,0.44029625,0.45122750000000006,0.30843375,0.25024375,NA,NA,NA
1994-07-19,LS5,46.77652002385472,-92.0449635861798,cloud,AMP,0.40663625,0.42147250000000003,0.42062,0.4254875,0.33891750000000004,0.27631375,NA,NA,NA
1994-07-19,LS5,46.82211459436677,-92.00342153295712,cloud,AMP,0.36439625,0.3712575,0.35647625,0.386355,0.3404575,0.29941375000000003,NA,NA,NA
1994-07-19,LS5,46.77675514648124,-91.70061086401182,cloud,AMP,0.38058,0.39167625,0.38579125,0.3996925,0.30402,0.250065,NA,NA,NA
1994-07-19,LS5,47.05138114351708,-91.52580902886784,cloud,AMP,0.402745,0.41039,0.413525,0.4171825,0.2519075,0.2018575,NA,NA,NA
1994-07-19,LS5,47.02798398445815,-91.5282122881452,cloud,AMP,0.4271375,0.4452325,0.43635,0.4466625,0.2517975,0.20579000000000003,NA,NA,NA
1994-07-19,LS5,47.04880795824781,-91.22025177789128,cloud,AMP,0.4170175,0.428595,0.42411250000000006,0.4226825,0.3488725,0.2928275,NA,NA,NA
1994-07-19,LS5,47.02704788468383,-91.22883484673896,cloud,AMP,0.2570225,0.27344,0.27443,0.26464,0.1974025,0.16902250000000002,NA,NA,NA
1994-07-19,LS5,47.22622898348659,-90.82529420179296,cloud,AMP,0.416,0.42345250000000006,0.4265325,0.4103075,0.3049275,0.247205,NA,NA,NA
1994-07-19,LS5,47.18377827662335,-90.92691773694922,cloud,AMP,0.35393250000000004,0.36353,0.35682,0.3518425,0.2828725,0.2394775,NA,NA,NA
1994-07-19,LS5,47.08755556632702,-90.93241090101172,cloud,AMP,0.32261,0.34205250000000004,0.3361675,0.3309425,0.2326575,0.187805,NA,NA,NA
1988-11-23,LS5,46.80774728651588,-92.04242753819068,cloud,BGS,0.17026000000000002,0.17853750000000002,0.19331875,0.1722125,0.11147875000000002,0.06607625,NA,NA,NA
1988-11-23,LS5,46.80457487177979,-92.04903650120336,cloud,BGS,0.20676625,0.2217675,0.2087325,0.2034525,0.17426125,0.13149875000000005,NA,NA,NA
1988-11-23,LS5,46.80298859425191,-92.04834985569556,cloud,BGS,0.23555875,0.23657625,0.2290275,0.235215,0.21054750000000003,0.153485,NA,NA,NA
1988-11-23,LS5,46.79646673966996,-92.05641794041236,cloud,BGS,0.16628625000000002,0.17841375,0.17961,0.15404875,0.09919999999999998,0.06178625000000001,NA,NA,NA
1988-11-23,LS5,46.78988532838588,-92.09006357029516,cloud,BGS,0.21925125,0.22692375,0.21322875,0.221465,0.15050125,0.10976,NA,NA,NA
1988-11-23,LS5,46.79958087696056,-92.00380372837624,cloud,BGS,0.1168,0.148975,0.14973125,0.10441125,0.06295500000000001,0.03106874999999999,NA,NA,NA
1988-11-23,LS5,46.77699969784513,-92.0215132244652,cloud,BGS,0.13701249999999998,0.158545,0.15886125,0.13569250000000002,0.09008375,0.06593874999999999,NA,NA,NA
1988-11-23,LS5,47.09035091261834,-91.5452718250757,cloud,BGS,0.1936075,0.20702750000000003,0.202215,0.2048275,0.20491,0.134565,NA,NA,NA
1988-11-23,LS5,47.10151127286611,-91.53746123242432,cloud,BGS,0.1625875,0.17958249999999998,0.1897025,0.170535,0.1637425,0.10885250000000002,NA,NA,NA
1988-11-23,LS5,47.11395436100431,-91.51136870312746,cloud,BGS,0.1392675,0.16124,0.16005750000000002,0.1447675,0.1047825,0.0658975,NA,NA,NA
1988-11-23,LS5,47.15171686506928,-91.15958148831402,cloud,BGS,0.16212,0.1697925,0.1846975,0.15290749999999995,0.11625000000000002,0.09999750000000002,NA,NA,NA
1988-11-23,LS5,47.14728056262357,-91.16893703335796,cloud,BGS,0.13096249999999998,0.13285999999999998,0.15067999999999998,0.10987000000000002,0.07505499999999998,0.03999249999999999,NA,NA,NA
1988-11-23,LS5,47.142785510149736,-91.18292743557964,cloud,BGS,0.13877250000000002,0.16058,0.14639000000000002,0.1184775,0.09271,0.07428499999999999,NA,NA,NA
1988-11-23,LS5,47.11698380246786,-91.16213008854504,cloud,BGS,0.1073675,0.12334499999999998,0.13748,0.09249000000000002,0.04554749999999999,0.03993749999999999,NA,NA,NA
1988-11-23,LS5,46.65651612656932,-90.10938967500074,cloud,BGS,0.219485,0.227845,0.21900375,0.21877,0.23280875,0.20332875000000003,NA,NA,NA
