missDate,classified,cloud,openWater,lightNSSed,OSSed,dNSSed,area_ha,extent
LANDSAT_8_2013-03-22,28.213062581035516,25.359249533284494,0.246228682310815,1.9803695930965655,0.5554868660984413,0.07172790624521294,35.373876896241235,shoreline contamination
LANDSAT_8_2013-07-07,35.419489192993154,30.510737712263506,0.577306445585363,2.224393818981694,2.0495816393324913,0.05746957683009728,35.373876896241235,shoreline contamination
LANDSAT_8_2013-07-23,35.41948919299315,13.114311632903457,1.596959186580883,8.339659400479189,6.976543061477962,5.392015911551679,35.373876896241235,shoreline contamination
LANDSAT_8_2013-08-08,35.41948919299315,34.01465579032388,0.3688765455274394,0.08307913019157859,0.7541268977792777,0.19875082917097503,35.373876896241235,shoreline contamination
LANDSAT_8_2013-08-24,35.419489192993154,17.79164250368844,0.15838415205652576,9.134621207672717,7.064676469252641,1.2701648603228406,35.373876896241235,shoreline contamination
LANDSAT_8_2013-09-25,35.41049035205077,26.232536297202902,0.20271280834003524,4.427129460298429,3.7503737420678234,0.7977380441415823,35.373876896241235,shoreline contamination
LANDSAT_8_2013-10-11,35.419489192993154,25.837190537860934,0.747876055247587,5.616402084925035,2.592752971066943,0.6252675438926547,35.373876896241235,shoreline contamination
LANDSAT_8_2013-10-27,35.419489192993154,29.050444149842484,0.5741575836612476,1.2639630911434399,2.6848381995466646,1.8460861687993062,35.373876896241235,shoreline contamination
LANDSAT_8_2013-11-12,35.40738053296854,16.84629278338982,1.5489937976385377,5.209429711322859,7.846326897439393,3.956337343177945,35.373876896241235,shoreline contamination
LANDSAT_8_2013-11-28,35.12692188935641,22.4168391033026,3.7744766059330965,3.1842842945125795,5.487201174768785,0.26412071083936506,35.373876896241235,shoreline contamination
LANDSAT_8_2013-12-30,35.36454244361547,35.16565177484728,0.15784778114707795,0.02699737487792969,0.0,0.01404551274318321,35.373876896241235,shoreline contamination
LANDSAT_8_2014-01-15,34.74718991648235,31.234521429287764,1.0895270834745523,1.8296665008138013,0.5832386053586474,0.010236297547583487,35.373876896241235,shoreline contamination
LANDSAT_8_2014-01-31,35.31256178654688,29.414125992036706,1.2473340525931567,3.9096665779287303,0.6611300401515586,0.08030512383674174,35.373876896241235,shoreline contamination
