system:index,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,class,lat,lon,.geo
1_1_2_0,0.6564050000000001,0.6580550000000001,0.6282175000000001,0.62016,0.35627000000000003,0.280205,cloud,46.82736834294172,-91.93430011170106,"{""type"":""Point"",""coordinates"":[-91.93430011170106,46.82736834294171]}"
1_1_2_1,0.6547825,0.6406750000000001,0.6267875,0.6109199999999999,0.29412,0.206285,cloud,46.792591748603876,-91.78735797302919,"{""type"":""Point"",""coordinates"":[-91.78735797302919,46.79259174860388]}"
1_1_2_2,1.6022125,0.8696125000000001,0.86029,0.8329550000000001,0.43621250000000006,0.35937749999999996,cloud,46.76625937864184,-91.68985431091981,"{""type"":""Point"",""coordinates"":[-91.68985431091981,46.76625937864184]}"
1_1_2_3,0.6977375000000001,0.698755,0.67065,0.6603650000000001,0.39765750000000005,0.3025625,cloud,46.91749465791208,-91.68848101990419,"{""type"":""Point"",""coordinates"":[-91.68848101990419,46.91749465791208]}"
1_1_2_4,0.727905,0.7280424999999999,0.7097549999999999,0.6897074999999999,0.36603250000000004,0.2871625,cloud,46.85930538917497,-91.63354937927919,"{""type"":""Point"",""coordinates"":[-91.63354937927919,46.85930538917497]}"
1_1_2_5,0.6936125,0.6904224999999999,0.6702375,0.6443050000000001,0.3872075,0.302425,cloud,46.873389226914234,-91.79834430115419,"{""type"":""Point"",""coordinates"":[-91.79834430115419,46.873389226914234]}"
1_1_2_6,0.730985,0.7120925,0.7093149999999999,0.681595,0.36078000000000005,0.26508,cloud,46.83018708132217,-91.70770709412294,"{""type"":""Point"",""coordinates"":[-91.70770709412294,46.83018708132218]}"
1_1_2_7,0.6773875,0.6730700000000001,0.6686700000000001,0.6428750000000001,0.35580249999999997,0.2798475,cloud,46.79353195221238,-91.89859454529481,"{""type"":""Point"",""coordinates"":[-91.89859454529481,46.79353195221238]}"
1_1_2_8,0.7305999999999999,0.7272725,0.7022200000000001,0.6812374999999999,0.3350125,0.2282575,cloud,46.88750735184263,-91.44651457471977,"{""type"":""Point"",""coordinates"":[-91.44651457471977,46.88750735184263]}"
1_1_2_9,1.6022125,0.8400775,0.827785,0.7952250000000001,0.354895,0.24255749999999998,cloud,46.94847856413635,-91.11555143995415,"{""type"":""Point"",""coordinates"":[-91.11555143995415,46.94847856413635]}"
1_1_2_10,0.72235,0.71729,0.6939150000000001,0.68638,0.39916999999999997,0.281635,cloud,47.20286720559965,-91.11555143995415,"{""type"":""Point"",""coordinates"":[-91.11555143995415,47.202867205599645]}"
1_1_2_11,1.6022125,0.852865,0.8526725000000002,0.8230000000000002,0.48986500000000005,0.33226249999999996,cloud,47.06834214405689,-91.29270598096977,"{""type"":""Point"",""coordinates"":[-91.29270598096977,47.0683421440569]}"
1_1_2_12,0.7517475,0.7503725000000001,0.729225,0.7044475000000001,0.3298975,0.2209425,cloud,46.94754107094408,-91.25425383253227,"{""type"":""Point"",""coordinates"":[-91.25425383253227,46.94754107094408]}"
1_1_2_13,0.8041900000000002,0.7998449999999999,0.7862875,0.7616475,0.44905500000000004,0.33954999999999996,cloud,47.028105474979974,-91.41904875440727,"{""type"":""Point"",""coordinates"":[-91.41904875440727,47.028105474979974]}"
1_1_2_14,0.7824375000000001,0.7760024999999999,0.7653050000000001,0.7299675000000001,0.3719725,0.2510825,cloud,47.084241292593525,-91.1182980219854,"{""type"":""Point"",""coordinates"":[-91.1182980219854,47.084241292593525]}"
1_1_2_15,1.6022125,0.9071225,0.8984875000000001,0.8575125000000001,0.39947250000000006,0.281965,cloud,46.685168755693354,-90.46566534806215,"{""type"":""Point"",""coordinates"":[-90.46566534806215,46.685168755693354]}"
1_1_2_16,1.6022125,0.8931525,0.8666425,0.8430475000000002,0.3834125,0.29901500000000003,cloud,46.72660467440573,-90.22533942032777,"{""type"":""Point"",""coordinates"":[-90.22533942032777,46.726604674405735]}"
1_1_2_17,1.6022125,0.8889450000000001,0.8763775,0.8310575,0.42614749999999996,0.2686275,cloud,46.809381101141646,-90.4409461097809,"{""type"":""Point"",""coordinates"":[-90.4409461097809,46.80938110114164]}"
1_1_2_18,1.6022125,0.8883125000000001,0.86931,0.83785,0.4006825,0.297255,cloud,46.72848736954992,-90.60986090470277,"{""type"":""Point"",""coordinates"":[-90.60986090470277,46.72848736954992]}"
1_1_2_19,1.6022125,0.8162900000000002,0.7924475,0.7651950000000001,0.36820500000000006,0.295385,cloud,46.65407094330459,-90.30087042618715,"{""type"":""Point"",""coordinates"":[-90.30087042618715,46.65407094330459]}"
1_1_2_20,1.6022125,0.8028425000000001,0.7873325,0.7440475,0.36405250000000006,0.2601575,cloud,46.737899859603154,-90.31048346329652,"{""type"":""Point"",""coordinates"":[-90.31048346329652,46.737899859603154]}"
1_1_2_21,0.639465,0.6275299999999999,0.60168,0.5897725,0.33627750000000006,0.2438225,cloud,47.1759665455042,-90.86415539657575,"{""type"":""Point"",""coordinates"":[-90.86415539657575,47.17596654550421]}"
1_1_2_22,0.794565,0.7972325,0.78373,0.7668999999999999,0.42733000000000004,0.272615,cloud,47.18996709762752,-90.59499035751325,"{""type"":""Point"",""coordinates"":[-90.59499035751325,47.18996709762753]}"
1_1_2_23,1.6022125,0.9859100000000001,0.9823625,0.95269,0.5273475000000001,0.3594325,cloud,47.10123457142718,-90.61696301376325,"{""type"":""Point"",""coordinates"":[-90.61696301376325,47.101234571427185]}"
1_1_2_24,1.6022125,0.8945275000000001,0.869475,0.8506375000000002,0.42738499999999996,0.294615,cloud,47.10403891609658,-90.86827526962263,"{""type"":""Point"",""coordinates"":[-90.86827526962263,47.10403891609658]}"
1_1_2_25,1.6022125,1.02848,1.0202300000000002,0.99702,0.4869225,0.330255,cloud,47.03482196012204,-90.82707653915388,"{""type"":""Point"",""coordinates"":[-90.82707653915388,47.03482196012204]}"
1_1_2_26,1.6022125,0.9278300000000002,0.9117425000000001,0.8852875,0.5019100000000001,0.308255,cloud,47.12553398434925,-90.52220593368513,"{""type"":""Point"",""coordinates"":[-90.52220593368513,47.12553398434925]}"
1_1_2_27,0.7020275,0.7072525000000001,0.6917975000000001,0.6686975,0.44394000000000006,0.34686500000000003,cloud,47.230081551217246,-90.74330578720075,"{""type"":""Point"",""coordinates"":[-90.74330578720075,47.23008155121725]}"
