system:index,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,class,lat,lon,.geo
1_1_1_1_1_1_1_0,0.009440000000000004,0.013344999999999996,9.000000000000674E-5,-6.250000000000006E-4,0.003747499999999987,0.0040087499999999915,openWater,46.782076833969306,-91.97101045260845,"{""type"":""Point"",""coordinates"":[-91.97101045260847,46.78207683396931]}"
1_1_1_1_1_1_1_1,0.0058374999999999955,0.008161249999999995,-0.002742499999999995,-0.0012987500000000013,0.0027024999999999966,0.0035549999999999887,openWater,46.756680168020715,-91.71145845065533,"{""type"":""Point"",""coordinates"":[-91.71145845065533,46.756680168020715]}"
1_1_1_1_1_1_1_2,0.006964999999999999,0.008642499999999997,-0.0013537500000000008,-9.412500000000046E-4,0.00455875,0.004820000000000005,openWater,46.82014938081809,-91.6661398471397,"{""type"":""Point"",""coordinates"":[-91.6661398471397,46.82014938081809]}"
1_1_1_1_1_1_1_3,0.010017499999999999,0.01400499999999999,7.087499999999941E-4,-5.975000000000147E-4,0.003981249999999992,0.004462500000000008,openWater,46.936549673764425,-91.70115876803814,"{""type"":""Point"",""coordinates"":[-91.70115876803814,46.936549673764425]}"
1_1_1_1_1_1_1_4,0.010402499999999995,0.016122499999999998,4.612499999999964E-4,-3.9125000000000965E-4,0.0036650000000000016,0.004668749999999999,openWater,46.71903346549526,-91.91058564792095,"{""type"":""Point"",""coordinates"":[-91.91058564792095,46.71903346549526]}"
1_1_1_1_1_1_1_5,0.004902500000000004,0.009000000000000008,-0.0012300000000000089,-0.0018900000000000028,0.0046549999999999925,0.0048749999999999905,openWater,47.02845650736394,-91.50367781324516,"{""type"":""Point"",""coordinates"":[-91.50367781324516,47.02845650736394]}"
1_1_1_1_1_1_1_6,0.006167499999999992,0.007624999999999993,3.100000000000047E-4,0.0023999999999999855,0.007679999999999992,0.008092500000000002,openWater,47.07149897007304,-91.24961897535454,"{""type"":""Point"",""coordinates"":[-91.24961897535454,47.07149897007304]}"
1_1_1_1_1_1_1_7,0.0071299999999999975,0.008037500000000003,0.0021799999999999875,0.0042149999999999965,0.008862499999999995,0.008862499999999995,openWater,47.13412911545483,-91.20636030836235,"{""type"":""Point"",""coordinates"":[-91.20636030836235,47.13412911545483]}"
1_1_1_1_1_1_1_8,0.007294999999999996,0.009962499999999985,6.400000000000017E-4,0.002014999999999989,0.007459999999999994,0.007624999999999993,openWater,46.94929885721022,-91.11984297437797,"{""type"":""Point"",""coordinates"":[-91.11984297437799,46.94929885721022]}"
1_1_1_1_1_1_1_9,0.007693749999999999,0.010099999999999998,3.499999999999337E-5,8.32499999999986E-4,0.005287499999999987,0.005878750000000002,openWater,46.85828695535423,-91.45561262769829,"{""type"":""Point"",""coordinates"":[-91.45561262769829,46.85828695535424]}"
1_1_1_1_1_1_1_10,0.005754999999999996,0.009728749999999994,0.0018224999999999908,0.004393750000000002,0.010099999999999998,0.010182499999999997,openWater,46.705094249523846,-90.3724532203766,"{""type"":""Point"",""coordinates"":[-90.3724532203766,46.705094249523846]}"
1_1_1_1_1_1_1_11,0.005314999999999986,0.013427500000000009,0.006745000000000001,0.009797499999999987,0.018212499999999993,0.017634999999999984,openWater,46.7982459383776,-90.18087912369691,"{""type"":""Point"",""coordinates"":[-90.18087912369691,46.798245938377605]}"
1_1_1_1_1_1_1_12,0.003747499999999987,0.010567500000000007,0.0021525000000000016,0.005094999999999988,0.012712499999999988,0.013124999999999998,openWater,46.83160960139044,-90.28730917740785,"{""type"":""Point"",""coordinates"":[-90.28730917740786,46.83160960139045]}"
1_1_1_1_1_1_1_13,0.006662500000000002,0.010484999999999994,0.0021662499999999946,0.004187499999999997,0.01011374999999999,0.010072499999999998,openWater,46.71215683234477,-90.5647139625641,"{""type"":""Point"",""coordinates"":[-90.5647139625641,46.71215683234476]}"
1_1_1_1_1_1_1_14,0.006029999999999994,0.01025124999999999,0.0020425000000000026,0.004407499999999995,0.010980000000000004,0.010485000000000008,openWater,46.66222810436693,-90.50703573990785,"{""type"":""Point"",""coordinates"":[-90.50703573990785,46.66222810436693]}"
1_1_1_1_1_1_1_15,0.007707500000000006,0.010319999999999996,0.004489999999999994,0.006222499999999992,0.012217499999999992,0.011887499999999995,openWater,47.23222216284478,-90.55279100496267,"{""type"":""Point"",""coordinates"":[-90.55279100496267,47.23222216284478]}"
1_1_1_1_1_1_1_16,0.013537500000000008,0.01901,0.008504999999999985,0.008092500000000002,0.014197500000000002,0.013234999999999997,openWater,47.20144060242289,-90.67982042390798,"{""type"":""Point"",""coordinates"":[-90.67982042390798,47.20144060242289]}"
1_1_1_1_1_1_1_17,0.008587499999999998,0.009770000000000001,0.004269999999999996,0.0060574999999999934,0.01180500000000001,0.011309999999999987,openWater,47.215434435957285,-90.89199388582205,"{""type"":""Point"",""coordinates"":[-90.89199388582205,47.21543443595729]}"
1_1_1_1_1_1_1_18,0.007404999999999995,0.008504999999999985,0.0031424999999999925,0.004682500000000006,0.009770000000000001,0.009742499999999987,openWater,47.14589535898637,-90.94829881746267,"{""type"":""Point"",""coordinates"":[-90.94829881746267,47.14589535898638]}"
1_1_1_1_1_1_1_19,0.0063600000000000045,0.009935,0.002427499999999999,0.004159999999999997,0.010099999999999998,0.009770000000000001,openWater,47.08514927525289,-90.82401598054861,"{""type"":""Point"",""coordinates"":[-90.82401598054861,47.085149275252896]}"
1_1_1_1_1_1_1_20,0.008559999999999984,0.0114475,0.005204999999999987,0.006937499999999985,0.012300000000000005,0.012025000000000008,openWater,47.20563914014564,-90.49785936433767,"{""type"":""Point"",""coordinates"":[-90.49785936433767,47.20563914014565]}"
1_1_1_1_1_1_1_21,0.008037500000000003,0.013097499999999984,0.001574999999999993,0.003087499999999993,0.008119999999999988,0.008394999999999986,openWater,47.03556652626646,-90.50747240144705,"{""type"":""Point"",""coordinates"":[-90.50747240144705,47.03556652626645]}"
1_1_1_1_1_1_1_22,0.0033624999999999905,0.010402500000000009,0.004572500000000007,0.007597500000000007,0.0174425,0.017002500000000004,openWater,47.19483994333068,-90.29156030843909,"{""type"":""Point"",""coordinates"":[-90.29156030843909,47.19483994333068]}"
1_1_1_1_1_1_1_23,0.003747499999999987,0.010787500000000005,0.002427499999999999,0.0049849999999999894,0.013784999999999992,0.01331750000000001,openWater,47.178973828629,-90.39730371664221,"{""type"":""Point"",""coordinates"":[-90.39730371664221,47.178973828629]}"
1_1_1_1_1_1_1_24,0.0046549999999999925,0.009247499999999992,0.0050675000000000026,0.008119999999999988,0.015737499999999988,0.015297499999999992,openWater,47.09489773073676,-90.22014917562659,"{""type"":""Point"",""coordinates"":[-90.22014917562659,47.09489773073677]}"
1_1_1_1_1_1_1_25,0.0027024999999999966,0.0083675,0.0023175,0.005699999999999983,0.01389499999999999,0.013619999999999993,openWater,46.98727367933721,-90.21053613851721,"{""type"":""Point"",""coordinates"":[-90.21053613851721,46.987273679337214]}"
1_1_1_1_1_1_2_0,0.02244750000000001,0.057510000000000006,0.040982500000000005,-0.0016150000000000053,0.0016025000000000067,0.0029224999999999945,lightNearShoreSediment,46.72350538672841,-92.01598573337017,"{""type"":""Point"",""coordinates"":[-92.01598573337017,46.72350538672842]}"
1_1_1_1_1_1_2_1,0.023107500000000003,0.06193749999999998,0.05646499999999999,0.0012174999999999825,0.002207500000000001,0.0031150000000000067,lightNearShoreSediment,46.695961879994606,-91.94182801852642,"{""type"":""Point"",""coordinates"":[-91.94182801852642,46.69596187999461]}"
1_1_1_1_1_1_2_2,0.022035,0.051624999999999976,0.02464749999999999,-6.800000000000139E-4,0.00383,0.005012500000000003,lightNearShoreSediment,46.702319321403934,-91.92122865329205,"{""type"":""Point"",""coordinates"":[-91.92122865329205,46.702319321403934]}"
1_1_1_1_1_1_2_3,0.021182499999999993,0.04890249999999999,0.021292499999999992,-0.0021100000000000008,0.0022899999999999865,0.00341749999999999,lightNearShoreSediment,46.70538004474384,-91.90509248385845,"{""type"":""Point"",""coordinates"":[-91.90509248385847,46.70538004474384]}"
1_1_1_1_1_1_2_4,0.021127499999999994,0.0564925,0.039167499999999994,0.0018499999999999905,0.0035824999999999885,0.004489999999999994,lightNearShoreSediment,46.692194154084795,-91.92054200778423,"{""type"":""Point"",""coordinates"":[-91.92054200778425,46.69219415408479]}"
